,Text,oh_label,type_label
368,@dankmtl @PeaceNotHate_ The religion of Islam is built on apartheid and ethnic cleansing.,1,racism
369,@roisin_morgan Those same genocidal Muslims that practice their bigotry and barbarity against religious and ethnic minorities everywhere.,1,racism
370,@roisin_morgan But Islamolunatic live by Islam and Sharia trying to fulfill Mohammed's wish to exterminate all Jews from peninsula.,1,racism
371,@discerningmumin What are you talking about provocation? Islam declared war with the world.  That is more than enough provocation.,1,racism
372,@BDSSupporter There are 1.5 billion Muslims idiot. For the size of their population they contribute virtually nothing.,1,racism
373,"@ummayman90 Again, your entire concept of god corresponds to a tyrannical earthly egomaniac because you are simple and stupid. #Islam",1,racism
374,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Mohammed always lied, saying he had to attack because others planned to attack him.",1,racism
375,@meghan_hurley Islam is a good place for criminals to find a home.,1,racism
376,@YusufPeaceful @tummala82 @IndyVoices There is no choice. Ban Islam or it will destroy humanity.,1,racism
377,"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ No asshole, the Israelis are defending themselves against this. https://t.co/8cmfoOZwxz",1,racism
378,@PoliticalAnt @Lithobolos @ZaibatsuNews So ISIS beheads because their prophet beheaded . ISIS rapes slaves because their prophet raped them.,1,racism
379,"@UmarFarooq_ @FaheemHus @jackmjenkins And what are the Muslim scholars going to do?Say,""You caught us, our religion is violent and barbaric""",1,racism
380,@haroonstyles @halalflaws @greenlinerzjm @biebervalue 80% of Muslim civilians are killed by Taliban. Look it up.,1,racism
381,"@PoliticalAnt @Lithobolos @ZaibatsuNews All Muslims share an ideology that is spelled out as bigoted, sexist, imperialists, homophobic.",1,racism
382,@tintinenameriq @MaxBlumenthal @Campagnebds Shows how stupid you've become. Only Muslim terrorists actually attack talks.,1,racism
383,@truaemusic @mattybboi83 @Number10gov Islam cannot be reformed because it's vileness is too deep in the religion.,1,racism
384,"@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Every day we see that Muslims hate freedom, democracy, justice. http://t.co/tDgsfthA4h",1,racism
385,"Whatever happens in #Yemen, when it is over the country will be in the hands of one Islamofascist group or another. #Islam",1,racism
386,RT @Juliet777777: Norway sees huge drop crime as large number  Muslim illegals deported  http://t.co/6VBvvPWn1Q @FrancsPays @DutchDL @OZzSu…,1,racism
387,@HillaryGuess @riwired @izrinhariri @AtharHKhan Turkey and Egypt used to be mostly Christian and the Muslims have mostly exterminated them.,1,racism
388,"@semzyxx @NAInfidels @owais00 As you can see for yourself, pedophelia is illegal in Israel, but is legal in Muslim countries. Outlaw Islam!",1,racism
389,@discerningmumin I have no fear of idiots like you at all.What turns my stomach is the destruction to freedom and humanity that Islam causes,1,racism
390,@BoomSlang321 Outlaw Islam!,1,racism
391,"RT @disgruntledtory: If christianity is banned in Muslim countries, why do we allow Islam here?

Just asking",1,racism
392,"@AnasMechch Well, Baghdadi is also into slavery, killing gays, executing masses of Ezidis, etc.  They are both bad,but Baghdadi is the worst",1,racism
393,"RT @nobigotry: Islam is in the news EVERYDAY. 
Not for good works but for it's Savage Evil ! http://t.co/HIjGYq5Ga1",1,racism
394,"@semzyxx Your prophet was a low life murdering, raping, robbing, bigoted, sexist, pedophile.",1,racism
395,@geeky_zekey Thanks for showing again that blacks are the biggest racists. Blocked,1,racism
396,@waddup247 Because the Muslims are mostly just as crazy. http://t.co/wOc5ONv7Nh,1,racism
397,"@OdiniaInvictus @SirajZarook @BilalIGhumman @IsraeliRegime No, Muslims follow a religion based on terrorism, not Jews.",1,racism
398,@FalconEye123456 May Allah bless him with 72 virgin pigs.,1,racism
399,"@obsurfer84 Then, when there was no one left to rob, the Muslims returned to being dessert Bedouins still trying to rob each other.",1,racism
400,@ZorazZora @zackbeauchamp Furthermore many Muslim countries don't even have a record system to account for all murders.,1,racism
401,"RT @WolfSpirit2013: Cheikh Ould M’Kheitir sentenced to death for “apostasy” in #Mauritania
This is #ShariaLaw
#cpc
http://t.co/7opotzqpBi h…",1,racism
402,@ziallrh @riotboyafi The prophet Mohammed also had people murdered that spoke against him.,1,racism
403,@Vandaliser @sajid_fairooz @IsraeliRegime Opinions are opinions.  Far more Jews live in western nations than where they originated.,1,racism
404,@etsho127 @SumerSloan @PAWarnhoff I made ISIS rise? What are you talking about. Islam created that monster. http://t.co/Q87IjKbd7q,1,racism
405,@FromCarl No they don't they share a commitment to the barbarity of their religion. http://t.co/kPJSe079Al,1,racism
406,@levantin47415 @SimNasr The Ezidis were out in the open with no shelter for 6 month because of Daeshbags. So who cares.,1,racism
407,"@okieatheist @EWErickson Yeah, unlike the Muslims who are executing gays by throwing them off buildings.",1,racism
408,"@congressman_aly No, the Muslims worldwide are the problem. Israel is protecting itself against the same Muslim persecution that is global.",1,racism
409,Why would anyone loan money to Greece when they can be 99.9% certain it will never be paid back.,1,racism
410,"@Raja5aab @Quickieleaks Yeah, I read that. And every verse of the Tao Te Ching is superior to every verse of the Quran. So Quran is fraud.",1,racism
411,"@Salon @TheMuslimGuy Do the trolls at Salon know that Mohammed led 17 major military expedition, most of them offensive? No chance. #Islam",1,racism
412,@Jgwdupreez @HuffPostRelig Denouncing terrorism and violence means denouncing the heart of Islam. http://t.co/0ffBqlU8l3,1,racism
413,"@aquarellerivers Having read the Quran and Hadiths, I discovered that Islam is a murderous, bigoted, sexist, hate mongering cult.",1,racism
414,@_d_n_verg_ @stevesalaita Palestinians are half Egyptian and half Saudi. Palestinians are the spearhead for the Arabs against the Jews.,1,racism
415,"RT @PhxKen: SIR WINSTON CHURCHHILL: ""ISLAM IS A DANGEROUS IN A MAN AS RABIES IN A DOG"" http://t.co/kCXgKD70SK",1,racism
416,@rayyoosheh I call that one thousands of the number of people Muslims murder every day.,1,racism
417,@ummayman90 Who knows if they criticized him?  He killed them.  And the things against him would never make it into the Sunnah.,1,racism
418,"@UmarMal compared to the sewer and violence and poverty of Muslim Pakistan, Americans live in opulence.",1,racism
419,"@IAmThe1Teacher @IronmanL1 @stevecorrales80 So, are people who support murder for apostacy guilty of anything? http://t.co/KmrPOXcoGa",1,racism
420,"@watan71969 You are a total liar, just like your pedophile prophet. UN soldiers don't burn people alive.",1,racism
421,@MaxBlumenthal @mehdirhasan #Islam wants women to stay in their houses and cover themselves. ISIS makes sure that they do.,1,racism
422,"@AalawOfficial According to your own canon, your prophet is a pedophile, murderer, rapist, caravan robber, slave trader, sexist and bigot.",1,racism
423,"@palmeye @Rudd1971 Since 90% of Muslim civilians are killed by Muslim terrorists, you Avatar is just propaganda.",1,racism
424,"@buellerishere @KellyTurner99 ""That which your right hand posses"" means slave.  The Quran gives clear permission to rape slaves.",1,racism
425,@Clashoftherats @tummala82 @YusufPeaceful @IndyVoices The hate atmosphere is built into Islam. So extinguish it. http://t.co/e6xNNVyLKG,1,racism
426,@OccuWorld ROFL. Jews used to live on 40% of Arabian peninsula. Who is committing genocide against who?,1,racism
427,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Japan was the original aggressor.  How does that excuse the continuing barbarity of Islam,1,racism
428,@jukes303 That's just as big a fallacy as the oil fallacy.  The US had zero to do with the creation of Al Queda.,1,racism
429,"@ALWiss5 The jihadists fight for the interest of the Caliph and the pedophile prophet, not for the interest of the people.",1,racism
430,@KellyTurner99 @buellerishere @isra_jourisra @fei989 They are always hot air. But sometimes their hot air aligns with their prophets.,1,racism
431,@NNdabbour64 Every child that is brainwashed and never given a choice is force.,1,racism
432,@adimuliapradana It is the Muslims that don't follow the Quran and Hadiths that are peaceful. Those who follow it are always violent. #Islam,1,racism
433,of course you were born in serbia...you're as fucked as A Serbian Film #MKR,1,racism
434,RT @sudixitca: I once again want to express my gratitude towards my ancestors for not converting to Islam. I would have no place to hide in…,1,racism
435,RT @ThePatriot143: Bet👉3 'Race Pimps' enjoyed watching #Ferguson protesters being interviewed on @seanhannity show as much as I did. http:/…,1,racism
436,@Mwforhr @FauxNews_ @bebird @LVview FSA sold weapons they got from US to the Islamofascists.,1,racism
437,@HuffPostRelig Islam maintained slavery much longer than Christianity and only gave it up under western pressure.,1,racism
438,"@SumbelinaZ @TIB2016 @IronmanL1 @Hatewatch Nobody said anything about Jews, racist.  We are talking about Islam and Muslims here.",1,racism
439,@ummahwitness @alwallawalbara The intellect of a Muslim cretin who thinks Allah made all mankind so one part could make war on another.,1,racism
440,"@harmlesstree2 No, shithead, they were killed or forced to convert. Mohammed started the ball rolling by beheading 600 Jewish prisoners.",1,racism
441,@dankmtl With the third Jewish tribe he beheaded all the men after they surrendered and sold all the women and children into slavery.,1,racism
442,"RT @IAMMGraham: I've been called an Islamophobe for saying Islam needs a theological reformation. Now the head of Egypt agrees:
http://t.co…",1,racism
443,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime The Quran is not a history book. All of it is instructions to man for all time.,1,racism
444,@yuskan0723 You can't get any sicker than the Muslim animals following the instructions of their pedophile prophet. http://t.co/oAqQJFf1Pb,1,racism
445,@hu_4u Why would I read lies about what Islam is when I can see what it is in the Quran and Hadiths?,1,racism
446,"@discerningmumin Actually, Muslims enslaved far more than anyone else. The prophet Mohammed was a slave trader. Jesus had no slaves.",1,racism
447,"@Hesiod2k11 @MaxBlumenthal @BlueDuPage If they were aligned with neo Nazis, the Muslims would love them.",1,racism
448,@roisin_morgan Muslim terrorists is the reason why the Christian percentage of Palestinians has fallen to almost zero.,1,racism
449,"@westernreviews @hanna_bard For example, the Quran says leaving Islam is not accepted.  The Hadiths say kill anyone who leaves.",1,racism
450,"@RiosJose559 No, Islam declared war on all humanity 1400 years ago.",1,racism
451,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan And today there is still not peace between them because of the Muslims.,1,racism
452,@LifeInKhilafah You will see that loss of men and weapons accelerate land loss in the next few months. The Kurds are on the Mosul doorstep.,1,racism
453,Why is ISIS obsessed with beheadings? Because their terrorist prophet Mohammed had 600 men beheaded in one day.#Islam http://t.co/ZKqZuyyhjS,1,racism
454,"@TeleGardening @kzaal Yes, let's try to fool people into believing a lie - that #Islam is a religion of peace.",1,racism
455,"@g0ssipsquirrelx Wrong, ISIS follows the example of Mohammed and the Quran exactly.",1,racism
456,"RT @ProudPatriot101: ▶ Rotherham Rape Scandal Destroys 'White Privilege"" Myth - YouTube http://t.co/ogeIFK39yC",1,racism
457,@Missy10013Kathy More of the same kind of burning by other Muslims. http://t.co/qG7AQjdGAQ #Islam,1,racism
458,"@obsurfer84 Now you are babbling like every Muslim conspiracy idiot. ""CIA created ISIS"".Utterly stupid and without evidence. You are blocked",1,racism
459,@HillaryGuess @riwired @izrinhariri Who is justifying Christianity microbrain. I don't have a religion. Why are you hiding Islamic barbarity,1,racism
460,@DianH4 @ajwatamr @ExposeFalsehood Nobody declared war on Allah and his pedophile messenger. Islam's war is all started by Islam.,1,racism
461,@MadDr11 @MaxBlumenthal Your people's struggle is to dominate other people through violence. So fuck you.,1,racism
462,@etsho127 @PAWarnhoff @SumerSloan That is the fault of the terrorist who are hiding behind the women and children. Blame them.,1,racism
463,@chrissmax He is lying. It's Islam. ISIS does nothing that the prophet Mohammed did not also do.,1,racism
464,@shamsmuna @ajwatamr Don't be an idiot.  There are more than 100 Muslim terrorist organizations. No other religion has anything close.,1,racism
465,RT @robfit: The 3 Stages of the Islamic demographic Jihad... #tcot =&gt;  http://t.co/UttUXJPIf3,1,racism
466,@Abu_Baraa1 @Myself_00001 Now if we can only get the world to recognize that Islam declared war on humanity 1400 ago and outlaw it.,1,racism
467,@zakirnaikirf Saying that Islam is a way of life means that Islam actually tells you which hand to use to wipe your ass.,1,racism
468,RT @pies_n_prophet: @DayumGirly my point is that mohammeds example us used by some Muslim men to justify their paedophilia. http://t.co/rwy…,1,racism
469,@santafeez Fighting for him would mean not forcing him to become a jihadi hate monster. http://t.co/tFmpcH1aZH,1,racism
470,"@wahab19493312 The prophet Mohammed didn't bother to help the poor to convert them, but rather converted at the point of the sword.",1,racism
471,@Ammaawah @jm111t All you are doing with your verses is proving sexism in Islam.,1,racism
472,"@Vandaliser @sajid_fairooz @IsraeliRegime Notice how most of the contributions are from Persians, not Arabs, and are despite Islam.",1,racism
473,"With it's jihad cornerstone, Islam is a religion that was designed for those that would rather loot and rape for a living than work.",1,racism
474,"RT @KenRoth: Dangerous to outsource Iraq security to Shia militia known for ""disappearances"" &amp; executions. http://t.co/3catmb5vZl http://t.…",1,racism
475,@digvijaya_28 This guy spouted one lie after another and there is no response in this video.  Just typical lying Muslim propaganda.,1,racism
476,@cdnKhadija @johnnygjokaj @98Halima @BilalIGhumman @rfrankh53 Tell me something that ISIS does that Mohammed did not do.,1,racism
477,@Vandaliser @sajid_fairooz @IsraeliRegime Euclid uses Algorithms long before Islam existed. So stop with the garbage. http://t.co/D8XrtdEYao,1,racism
478,"@ummayman90 #Islam tarnishes itself.  I just point out the truth of what is there, and you try to rationalize it because you are ashamed.",1,racism
479,"@rico_hands @NAInfidels @semzyxx @owais00 Hey, idiot! You can't use the problems of Judaism to justify the barbarity of the Quran.",1,racism
480,@IAmThe1Teacher @IronmanL1 @stevecorrales80 And yet it is a law of Islam and 1/3 of Muslims support that law. But you tell me to tolerate em,1,racism
481,@DianH4 @rogue_allah The reason why Mohammed's thugs went to war was to get what they could steal.,1,racism
482,@AlgerianWitness That's how Muslims react when the traffic light turns red.,1,racism
483,"@nrllhkose @BBCPaulAdams Either that murdering scum wins or the murdering, sexist, genocidal Islamist scum wins.  Either way, scum wins.",1,racism
484,"RT @muayfarang555: Not satisfied with raping a 9 year old girl, the holy prophet (SBUH) also enjoyed sleeping around too... http://t.co/Ooj…",1,racism
485,@sajid_fairooz @IsraeliRegime Not a single one was left in many gulf states.  And the process of their extermination continues.,1,racism
486,"RT @AviMayer: If you're surprised to learn Israel-haters @AliAbunimah and @MaxBlumenthal are promoting a vicious anti-Semite, you aren't pa…",1,racism
487,@cdnKhadija @johnnygjokaj @BilalIGhumman @98Halima @rfrankh53 We don't make prophets out of pedophile priests. We get rid of them.,1,racism
488,@AnnaMainwaring1 Your sadness is exactly what the terrorists want.,1,racism
489,@TheInfoIslam Daesh murdered three thousand unarmed Ezidi civilians in cold blood and enslaved their women.  You want sympathy idiot?,1,racism
490,@semzyxx @NAInfidels @owais00 But Muslims are dying to live under Sharia and to bring back all the vileness and barbarity of their prophet.,1,racism
491,@HuffPostRelig What an incredible piece of garbage.  The Muslims crusaded against the Christians 400 years before Christian crusades.,1,racism
492,@CherguiaMbark Every Muslim convert becomes Muslim propaganda.,1,racism
493,RT @TRobinsonNewEra: If you harbour any doubts about what % Muslims believe sharia note this data 36%/310.5 million nontrivial http://t.co/…,1,racism
494,"@Ammaawah @jm111t Again, the woman must be obedient to the man, even if he is a fool and she is brilliant.  You are proving my point again.",1,racism
495,@Number10gov I'm totally sick of these politically expedient statements after every attack by Islam on humanity.,1,racism
496,@blastedsilver This is another clear expression of how Islam thinks of women being owned by men.,1,racism
497,@Bruciebabe @MaxBlumenthal Jews lived on 40% of the Arabian peninsula before the prophet Mohammed started exterminating them.,1,racism
498,@ZamiraTwitt One way of helping to prevent such crimes would be to outlaw the sick and sexist religion of Islam that victimizes women.,1,racism
499,@Love___Egypt @washingtonpost This is kiddie stuff compared to what Muslims do every day. http://t.co/748SXvjf2U,1,racism
500,"@mohamadraimi4 @korderakan Not only dead Daesh, but Baghdadi ran like a coward. Will he behead himself for fleeing like he does his men Gwer",1,racism
501,"@globnewsen How long before some idiot politician tells us that this is not about Islam, but about some Islamic extremist? #Copenhagen",1,racism
502,"@MaxBlumenthal Yeah, the lunatic left who want to earn their livelihood by calling people racists don't care for people who work.",1,racism
503,"RT @riwired: And every Muslim is a ""slave of Allah"" the more religious or ""Islamic"" the more damage and danger there is.@VileIslam  @ORehaf…",1,racism
504,@DianH4 @ExposeFalsehood .....80% of Afghan civilians are killed by Taliban. So it is a service to mankind to bomb the Taliban.,1,racism
505,@JosephIsVegan @SumbelinaZ @IronmanL1 @Hatewatch The Department of Justice report says blacks kill at 6 times the rate of whites.,1,racism
506,@deafgirl1 Islam cannot forbid anything.  It is a sick cult with no power under the law.,1,racism
507,Muslims are trying hard to finish the job of genocide that their prophet Mohammed gave them #Islam #Israel #Palestine http://t.co/GrFVgLmI70,1,racism
508,@MaxBlumenthal @mehdirhasan @tnr Mohammed was a sexist who abused women. ISIS are all sexists and abuse women.,1,racism
509,The Daesh are getting too thin on manpower to hold all the fronts where they need to fight.  Bombing does have an effect.,1,racism
510,@discerningmumin How many Muslims there are is irrelevant. The declaration of war on mankind is clearly spelled out in Quran and Hadiths.,1,racism
511,"@harmlesstree2 @MaxBlumenthal If you want to understand the lie of Muslims living in peace with Jews, read Ibn Warraq http://t.co/KFsbDefYkD",1,racism
512,"@Abu_Baraa1 Peace? You Idiot, Islam declared war on all humanity 1400 years ago. How can you blab on about peace. Time to exterminate Islam.",1,racism
513,@IftikharAwan Really? What are they doing that your prophet did not also do? http://t.co/FAsAWDISlH,1,racism
514,"If ISIS has nothing to do with #Islam then why doesn't it attract Jews, Himdus, Buddhists, Taoists, Atheists, Christians. Why only Muslims?",1,racism
515,"@buellerishere a Again, give me a verse number that shows that ISIS is not following Islam.",1,racism
516,@MaxBlumenthal @FAIRmediawatch The apharthide is a Muslim thing. They have exterminated Jews and Christians in most of ME.,1,racism
517,@truaemusic The great left lie is that it's just a handful of extremists. http://t.co/kU63X9E4eQ,1,racism
518,@ibnHlophe @eeviewonders @CTFleaMarkets Jews used to live on 40% of the Arabian Penninsula.  Muslims have virtually exterminated them.,1,racism
519,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime Mankind must outlaw Islam because it will never stop it's hatred. http://t.co/DG7nnMuPvA,1,racism
520,@morasilh @bbcturkce The Sunni Turkmen are genocidal criminals living off loot they stole from minorities. What they want counts for nothing,1,racism
521,@alihadi68 @MaxBlumenthal @rudoren @nytimes Compare a Netanyahu speech to this genocidal Palestinian lunatic. https://t.co/8cmfoOZwxz,1,racism
522,@ummahwitness @Marwan_Tunsi_ @alwallawalbara My suggestion would be that the Kuffar bomb the Kabba.,1,racism
523,"@discerningmumin Islam is a slave religion, both for it's followers and for the people it enslaves, and for the dhimmis it rules.",1,racism
524,@Noughtii_faya Islam teaches exactly what ISIS practices.,1,racism
525,"@tti1947 The Sahara and the Arabian peninsula are different places, microbrain.",1,racism
526,@loveconcursall @ottomanland ...the Prophet Mohammed did the same thing. Baghdadi can quote Quran and Hadiths for every action he takes.,1,racism
527,@SamihNewsam @MaxBlumenthal Both the Muslim men and their religious texts abuse women. http://t.co/KFlYgPtbQB,1,racism
528,"RT @PatDollard: The #Ferguson ""crisis"" was manufactured by @BarackObama as the opening gambit of his campaign to limit cops' ability to arr…",1,racism
529,@Vandaliser @sajid_fairooz @IsraeliRegime I don't see how that is relevant to how non Muslims were treated as third class citizens.,1,racism
530,@ummayman90 Keep repeating and believing your brain dead fairy tales - and follow your prophets medical advice. http://t.co/2Zo1lQg88V,1,racism
531,@DawlatnaMansura The ground drone will be bullet proof and carry small rockets to intercept RPGs.,1,racism
532,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime And is this a lie that westerners created? http://t.co/qbghh9xgCo,1,racism
533,@RaniaKhalek @MaxBlumenthal Odeh's actions in the US proves that she is a lying criminal and so undoubtedly lied about what happened in Isr.,1,racism
534,@no2_tweet The Quran is an incoherent piece of garbage created for mental midgets. #Islam,1,racism
535,@SirajZarook @OdiniaInvictus @BilalIGhumman @IsraeliRegime No the hatred was all started by Mohammed. http://t.co/Yyl4nn6LgN,1,racism
536,"@mutaSawwif In fact, all the things that ISIS does are the things that the prophet Mohammed did in the past.",1,racism
537,"@LUVSHINECAFE @bradybaggett When religious war, jihad, is a cornerstone of the religion there is no possibility for reform.",1,racism
538,"RT @Greg389: #Islam dominates our crime, prison &amp; welfare system &amp; national security. Why are we still importing it? @PeterDutton_MP  #amag…",1,racism
539,@ShirleyMArmenta @ShareThis #Islam is radical Islam.  We keep pretending they are different to avoid confronting the problem.,1,racism
540,"RT @pperrin: Good for Labour and now Tory's! Encouraging immigrants to enrich us, making the UK a better, freer, nicer place! http://t.co/7…",1,racism
541,"@SirajZarook @BilalIGhumman @OdiniaInvictus @IsraeliRegime The Quran itself is the source of the hatred, murder, imperialism, sexism.",1,racism
542,RT @DrJwalaG: #ISIS psychopaths burrying children alive ! #Obama can u stop preaching religion n focus like #Jordan @BarackObama http://t.c…,1,racism
543,"@reza_rahman If Quran and Hadith are full of hatred and murder and if Muslims support Sharia, then the problem is Islam and screw leftists.",1,racism
544,@Almahiraa__ @munthir555 Nobody cares about your stupid rationalizations.  We are simple going to kill all the Daesh. Hope you are one of em,1,racism
545,@Dabiq_Warrior @Totenleserin Countryside will be easy to take. Mosul and Raqqa will be difficult because the Daesh will hid behind civilians,1,racism
546,@PTISalarKhan @georgegalloway Of course Muslim religious bigots like you think that is okay.,1,racism
547,@greenlinerzjm You should be attacking everyone that follows a religious cult of hated and murder like Islam.,1,racism
548,@VegetaMoustache I hope they are good at cleaning blood and cut off heads off the streets.,1,racism
549,Since 1/3 of all #Islam believes that people who leave the religion should be murdered where are the moderate Muslims http://t.co/E3OtqTbo7D,1,racism
550,"Gay man thrown off the rooftop by ISIS for being gay.  Despite what the radical left claims, this is the real #Islam. http://t.co/1YPpriD7pk",1,racism
551,"@france7776 Soon they will have to ask their uneducated, moronic Madrassa rats to do surgery.  A butcher knife and a prayer.",1,racism
552,@harmlesstree2 The Muslim societies that managed to survive were brutal slave societies where they lived off the labor of slaves and women.,1,racism
553,"@RichardDawkins @AbuelitoSerge Really, Muslims understand this.  They just want to be able to use the name ""racism"" to shut us up.",1,racism
554,@DianH4 @ExposeFalsehood Muslims don't produce Thomas Jeffersons or Mahatma Ghandis. And they don't produce freedom or democracy.,1,racism
555,"RT @saraewilliams: New chant outside the diwan in #Amman: ""No Tahawi, no Zarqawi, we want to execute al-Rishawi""",1,racism
556,@rico_hands @semzyxx @NAInfidels @owais00 Another  Muslim troll trying to hide the fact that his prophet was a pedophile by changing subject,1,racism
557,@adoomieforlyf @Shaffrazz That old lie again. Muslims repeat the same lie again and again. Here is the truth about it http://t.co/a6zuxxS4NE,1,racism
558,"@dankmtl @AAlwuhaib1977 @PeaceNotHate_ Actually, I don't think it is possible to distinguish between Islam and Nazism.",1,racism
559,"Following the example of the pedophile prophet Mohammed in every detail, one ISIS militant is marrying a 7 year old child in Mosul. #Islam",1,racism
560,"RT @CruisingBye: @depressedfuck1 @VileIslam 

Your doctrine supports terrorism &amp; violence http://t.co/U3iMwdACc0",1,racism
561,We are in an era where everyone has come to understand what the real #Islam is all about. http://t.co/evEtQqChxZ,1,racism
562,@historyscoper The Jews of Europe should just come to the US. Then the Europeans can allow Islam to take them backwards.,1,racism
563,@joedalton2015 @scamp_faridxx The reason that is newsworthy is because the Muslim contribution is so much more often destructive.,1,racism
564,@pNibbler @AlterNet @MaxBlumenthal In every Christian nation you can say what you want about Christians &amp; Jesus. Muslims kill for blasphemy.,1,racism
565,@NNdabbour64 The same old lie about property rights.  But Arab women had those before Islam.,1,racism
566,@obsurfer84 Defensive sword? ROFLMAO. The Muslims defended themselves all the way to France and India.,1,racism
567,@Joyce_Karam The Saudis will arm Sunni rebels in Yemen. Civil war is inevitable.,1,racism
568,@truaemusic @mattybboi83 @Number10gov Because Christianity is dying out and the Christian world has reformed itself.,1,racism
569,"@nader_haq @MadDr11 @MaxBlumenthal These Muslims are babies are trained to kill, scum. http://t.co/jaWq72xkfF",1,racism
570,@truaemusic Who cares if it has been revised a million times. What does that have to do with the barbarity of Islam?,1,racism
571,@Politics_PR @FoxNews Islamic no go zones are common knowledge except to idiots like you. http://t.co/dBRMAzGlyF,1,racism
572,@discerningmumin And since Islam declared war on all humanity. Humanity must return the favor and declare war on Islam.,1,racism
573,@98Halima @BilalIGhumman @johnnygjokaj @cdnKhadija @rfrankh53 You like words. They all say Islam is vile. http://t.co/z7sHiL8BDG,1,racism
574,@MaxBlumenthal Every border that Islam shares with every other religion is bloody. But we are suppose to believe it's the Jews fault.,1,racism
575,"@AAlwuhaib1977 It's not Israelis that are constantly murdering Christians &amp; Hindus for blasphemy in Pakistan, it's Genocidal Muslim mobs.",1,racism
576,@clouds789 @sergioba66 @ParaKeta Madrassa math.  Daesh threw manpower at Kobane in far disproportion to it's size.,1,racism
577,"@CamilleHughes16 @_Watch_Observe_ The idea about all of these ""moderate"" Muslims is oversold.  Most are extremists. http://t.co/cQJ6cNdGow",1,racism
578,"@edgeofthesandbx @batchelorshow @FearDept Look, the heroes of the Torah exterminated every man, woman, child and animal in some cities.",1,racism
579,@yousufpoosuf @RKingLive2Dance @izrinhariri The only thing that stopped Muslim slaughter in historical past was military defeat.,1,racism
580,RT @joej2020usa: Netanyahu: Paris Massacre Shows Radical Islam “Knows No Border” - Israel News http://t.co/kGGkulkTtp via @binalerts,1,racism
581,@yousufpoosuf @HillaryGuess @riwired @izrinhariri @AtharHKhan ...unseated the Muslims in power.  Now the Muslims are not in power either.,1,racism
582,@LifeInKhilafah Our poor live far better than the middle class of most Muslim countries.,1,racism
583,"@ibnHlophe @eeviewonders @CTFleaMarkets Your text is a fraud brought by a pedophile, slave trader, rapist, murderer, bigot, sexist, robber.",1,racism
584,@Qoloob4 @Vandaliser @sajid_fairooz @IsraeliRegime There are zero lies that westerners create. It all comes from your own Quran and Hadiths.,1,racism
585,"@TheLadyInBlackk @ToAllahWeReturn People fill ""the void and emptiness"" with all kinds of imaginary nonsense, including Allah.",1,racism
586,"@abu__ramadi @ozchrisrock @amirshishani90 Why do you think your prophet called blacks ""rasin heads""?",1,racism
587,"@mirebotan84 @RamiAlLolah Considering what those ""local Arabs"" did to Kurds, Christians, Assyrians, Ezidiz, etc., who cares.",1,racism
588,@IAmThe1Teacher @IronmanL1 @stevecorrales80 What do you think we are doing when we accept Muslim immigrants.  What do we get back.,1,racism
589,@greenlinerzjm ISIS follows the Quran and Hadiths exactly. They follow the Sunnah exactly. The evil is in the Quran and Hadiths.,1,racism
590,@buttercupashby @MaDaSaHaTtEr_17 The fact is that Mohammed was every bit as vile and sick as ISIS. He is their model.,1,racism
591,"@AAlwuhaib1977 Yes, Muslim bigots are murdering Christians all over Africa and have been for decades.",1,racism
592,@Zahoorgorsi What the Americans did in Iraq was allow the Iraqis to elect their leadership.  Sunnis and Shia killing each other is Islam.,1,racism
593,@HNK2TheRescue @AtheiStranger @Independent @IndyVoices The term Islamophobia is like the term Naziphobia - stupid.,1,racism
594,@pNibbler @AlterNet @MaxBlumenthal million Muslims are extremists.,1,racism
595,@Bruciebabe @MaxBlumenthal Every non Muslim demographic in every Muslim country is shrinking because of attacks from Muslims.,1,racism
596,RT @AmyMek: #WakeUpLibs-&gt;.@JoeNBC: Islamic jihadis like “ultrafundamentalist Christians” http://t.co/VAnp6y7clr #tcot #ILoveObama http://t.…,1,racism
597,@hansthecat But Islam hates free speech.,1,racism
598,@BilalIGhumman @OdiniaInvictus @IsraeliRegime That old line of BS.  There are over 100 Islamic terrorist orgs. No other religion is close.,1,racism
599,@RudawEnglish Religion at gunpoint and allegiance at gun point.,1,racism
600,Muslim abuse and murder of minority religions continues in all Muslim majority countries. http://t.co/1UoMvZWcCq #Islam #Pakistan #Syria,1,racism
601,@AMohedin My 2:282 says that you can replace the testimony of one man with that of two women.,1,racism
602,@ingyusarms The Quran writer imagined god as egotistical and as wanting to be worshiped and bowed to because he was unsophisticated.,1,racism
603,@Vandaliser @sajid_fairooz @IsraeliRegime Science was moving forward in India and Persia before Islam.  Islam only slowed it down.,1,racism
604,"@scamp_faridxx Actually, Islam is a fraudulent religion that was made up long after it was supposedly founded. http://t.co/fBhiH42B8M",1,racism
605,Knowledge and Muslim clerics = non intersecting sets. #Islam,1,racism
